Postal Code,Borough,Neighbourhood,Latitude,Longitude,Amphitheater,Aquarium,Arcade,Art Gallery,Bowling Alley,Casino,Circus,Comedy Club,Concert Hall,Country Dance Club,Disc Golf,Escape Room,Exhibit,General Entertainment,Go Kart Track,Historic Site,Karaoke Box,Laser Tag,Memorial Site,Mini Golf,Movie Theater,Museum,Music Venue,Pachinko Parlor,Performing Arts Venue,Pool Hall,Public Art,Racecourse,Racetrack,Roller Rink,Salsa Club,Samba School,Stadium,Theme Park,Tour Provider,VR Cafe,Water Park,Zoo,College Academic Building,College Administrative Building,College Auditorium,College Bookstore,College Cafeteria,College Classroom,College Gym,College Lab,College Library,College Quad,College Rec Center,College Residence Hall,College Stadium,College Theater,Community College,Fraternity House,General College & University,Law School,Medical School,Sorority House,Student Center,Trade School,University,Christmas Market,Conference,Convention,Festival,Line / Queue,Music Festival,Other Event,Parade,Sporting Event,Stoop Sale,Street Fair,Trade Fair,Afghan Restaurant,African Restaurant,American Restaurant,Armenian Restaurant,Asian Restaurant,Australian Restaurant,Austrian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bangladeshi Restaurant,Belgian Restaurant,Bistro,Breakfast Spot,Bubble Tea Shop,Buffet,Burger Joint,Cafeteria,Café,Cajun / Creole Restaurant,Caribbean Restaurant,Caucasian Restaurant,Coffee Shop,Comfort Food Restaurant,Creperie,Czech Restaurant,Deli / Bodega,Dessert Shop,Diner,Donut Shop,Dumpling Restaurant,Dutch Restaurant,Eastern European Restaurant,English Restaurant,Falafel Restaurant,Fast Food Restaurant,Fish & Chips Shop,Fondue Restaurant,Food Court,Food Stand,Food Truck,French Restaurant,Fried Chicken Joint,Friterie,Gastropub,German Restaurant,Gluten-free Restaurant,Greek Restaurant,Halal Restaurant,Hawaiian Restaurant,Hot Dog Joint,Hungarian Restaurant,Indian Restaurant,Irish Pub,Italian Restaurant,Jewish Restaurant,Juice Bar,Kebab Restaurant,Latin American Restaurant,Mac & Cheese Joint,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,Modern European Restaurant,Molecular Gastronomy Restaurant,Pakistani Restaurant,Pet Café,Pizza Place,Polish Restaurant,Portuguese Restaurant,Poutine Place,Restaurant,Russian Restaurant,Salad Place,Sandwich Place,Scandinavian Restaurant,Scottish Restaurant,Seafood Restaurant,Slovak Restaurant,Snack Place,Soup Place,Southern / Soul Food Restaurant,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Swiss Restaurant,Tea Room,Theme Restaurant,Turkish Restaurant,Ukrainian Restaurant,Vegetarian / Vegan Restaurant,Wings Joint,Bar,Brewery,Lounge,Night Market,Nightclub,Other Nightlife,Strip Club,Athletics & Sports,Bathing Area,Bay,Beach,Bike Trail,Boat Launch,Botanical Garden,Bridge,Campground,Canal Lock,Canal,Castle,Cave,Cemetery,Dam,Dive Spot,Dog Run,Farm,Field,Fishing Spot,Forest,Fountain,Garden,Gun Range,Harbor / Marina,Hill,Hot Spring,Indoor Play Area,Island,Lake,Lighthouse,Mountain Hut,Mountain,National Park,Nature Preserve,Other Great Outdoors,Palace,Park,Pedestrian Plaza,Picnic Area,Picnic Shelter,Playground,Plaza,Pool,Rafting,Recreation Center,Reservoir,River,Rock Climbing Spot,Roof Deck,Scenic Lookout,Sculpture Garden,Ski Area,Skydiving Drop Zone,Stables,State / Provincial Park,States & Municipalities,Summer Camp,Trail,Tree,Vineyard,Volcano,Waterfall,Waterfront,Well,Windmill,Animal Shelter,Architecture Firm,Art Studio,Auditorium,Ballroom,Building,Business Center,Cidery,Club House,Community Center,Convention Center,Cultural Center,Distillery,Distribution Center,Event Space,Factory,Fair,Funeral Home,Government Building,Industrial Estate,Library,Meadery,Medical Center,Military Base,Non-Profit,Observatory,Office,Parking,Post Office,Power Plant,Prison,Radio Station,Recruiting Agency,Research Laboratory,Research Station,School,Social Club,Spiritual Center,TV Station,Voting Booth,Warehouse,Waste Facility,Wedding Hall,Winery,Assisted Living,Home (private),Housing Development,Residential Building (Apartment / Condo),Trailer Park,ATM,Adult Boutique,Antique Shop,Arts & Crafts Store,Astrologer,Auto Dealership,Auto Garage,Auto Workshop,Automotive Shop,Baby Store,Bank,Bath House,Batik Shop,Betting Shop,Big Box Store,Bike Shop,Board Shop,Bookstore,Bridal Shop,Business Service,Camera Store,Candy Store,Car Wash,Carpet Store,Check Cashing Service,Child Care Service,Chocolate Shop,Clothing Store,Comic Shop,Construction & Landscaping,Convenience Store,Cosmetics Shop,Costume Shop,Credit Union,Currency Exchange,Department Store,Design Studio,Discount Store,Dive Shop,Drugstore,Dry Cleaner,EV Charging Station,Electronics Store,Entertainment Service,Event Service,Fabric Shop,Film Studio,Financial or Legal Service,Fireworks Store,Fishing Store,Flea Market,Floating Market,Flower Shop,Food & Drink Shop,Frame Store,Fruit & Vegetable Store,Furniture / Home Store,Gaming Cafe,Garden Center,Gas Station,Gift Shop,Gun Shop,Hardware Store,Health & Beauty Service,Herbs & Spices Store,Hobby Shop,Home Service,Hunting Supply,IT Services,Insurance Office,Internet Cafe,Jewelry Store,Kitchen Supply Store,Knitting Store,Laundromat,Laundry Service,Lawyer,Leather Goods Store,Locksmith,Lottery Retailer,Luggage Store,Marijuana Dispensary,Market,Massage Studio,Mattress Store,Medical Supply Store,Miscellaneous Shop,Mobile Phone Shop,Mobility Store,Motorcycle Shop,Motorsports Shop,Music Store,Nail Salon,Newsagent,Newsstand,Notary,Optical Shop,Other Repair Shop,Outdoor Supply Store,Outlet Mall,Outlet Store,Paper / Office Supplies Store,Pawn Shop,Perfume Shop,Pet Service,Pet Store,Pharmacy,Photography Lab,Photography Studio,Piercing Parlor,Pop-Up Shop,Print Shop,Public Bathroom,Real Estate Office,Record Shop,Recording Studio,Recycling Facility,Rental Service,Salon / Barbershop,Sauna / Steam Room,Shipping Store,Shoe Repair,Shopping Mall,Shopping Plaza,Skate Shop,Ski Shop,Smoke Shop,Smoothie Shop,Souvenir Shop,Spa,Sporting Goods Shop,Stationery Store,Storage Facility,Supplement Shop,Tailor Shop,Tanning Salon,Tattoo Parlor,Thrift / Vintage Store,Toy / Game Store,Travel Agency,Used Bookstore,Vape Store,Vehicle Inspection Station,Video Game Store,Video Store,Warehouse Store,Watch Shop,Airport,Baggage Locker,Bike Rental / Bike Share,Boat Rental,Boat or Ferry,Border Crossing,Bus Station,Bus Stop,Cable Car,Cruise Ship,Duty-free Shop,General Travel,Heliport,Hotel,Intersection,Light Rail Station,Marine Terminal,Metro Station,Moving Target,Pier,Port,RV Park,Rental Car Location,Rest Area,Road,Taxi Stand,Taxi,Toll Booth,Toll Plaza,Tourist Information Center,Train Station,Tram Station,Transportation Service,Travel Lounge,Truck Stop,Tunnel
M5E,Downtown Toronto,Berczy Park,43.6456,-79.3754,0,10,12,44,2,2,2,7,22,1,0,0,2,45,0,13,0,0,0,2,30,14,40,0,46,5,31,1,5,0,0,0,16,3,2,0,2,1,28,5,18,1,4,20,2,10,4,1,0,1,0,1,5,0,10,1,2,1,6,6,8,0,1,1,1,0,0,3,0,1,0,0,0,0,1,42,0,50,3,0,12,14,37,0,1,7,37,10,1,23,11,49,2,12,0,50,3,2,0,41,49,13,6,3,0,2,1,5,49,1,0,43,5,46,7,10,0,18,3,8,18,0,6,39,0,24,5,41,0,31,1,7,0,22,33,23,1,1,0,0,31,1,1,2,45,0,50,50,0,0,14,0,18,9,3,6,1,17,0,11,2,2,0,21,4,50,12,50,0,41,21,4,44,0,0,3,0,1,0,6,1,0,0,0,0,1,0,0,11,2,1,0,0,2,8,0,19,0,1,2,0,2,0,0,0,0,0,40,0,32,1,0,0,7,16,14,0,2,0,0,0,4,22,11,2,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,8,4,44,9,0,1,3,50,1,0,0,46,2,0,1,49,0,10,0,46,9,29,0,47,48,18,0,0,4,7,0,1,35,3,21,7,7,2,2,0,5,3,0,11,47,1,17,1,7,9,1,4,1,1,10,0,43,1,0,0,0,3,1,15,4,11,6,15,4,0,0,1,9,46,0,1,50,49,0,3,8,10,35,5,0,1,2,1,38,0,0,0,1,9,0,1,2,0,12,45,3,1,43,3,1,6,42,0,6,24,0,5,1,1,7,2,0,34,2,0,0,37,10,3,0,0,7,1,9,10,1,0,33,37,0,0,0,1,19,0,16,0,32,0,0,0,0,23,2,2,3,7,37,8,4,1,3,9,5,10,4,1,0,4,46,0,6,4,10,0,0,0,11,6,1,48,21,5,1,2,8,5,3,6,8,14,0,3,0,12,1,0,2,0,0,39,0,49,0,27,34,2,0,0,26,0,48,0,39,0,6,39,4,0,0,30,1,1,2,1,0,0,4,31,4,4,7,0,0
M6E,York,Caledonia-Fairbanks,43.6889,-79.4507,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,2,1,7,0,0,0,1,0,0,0,0,3,1,11,0,3,0,0,0,1,3,0,0,0,0,0,0,1,5,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,4,3,0,0,0,0,10,0,4,0,6,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,14,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,0,0,4,2,0,1,2,0,1,0,8,0,0,0,10,1,1,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,1,10,1,2,0,0,1,0,1,0,0,3,0,5,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,4,0,0,9,3,0,0,0,0,2,1,0,0,0,0,8,0,0,0,0,3,0,0,1,0,3,9,0,0,1,0,0,3,0,0,4,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,1,1,0,0,8,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,19,0,0,0,1,0,0,0,1,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1G,Scarborough,Woburn,43.7712,-79.2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4G,East York,Leaside,43.7124,-79.3644,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,3,1,6,0,0,1,3,0,0,3,1,10,0,0,0,12,0,0,0,2,7,3,0,0,0,0,0,0,7,1,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,5,0,3,0,3,0,1,0,1,2,4,0,0,0,0,5,0,0,0,8,0,1,6,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,3,2,2,0,1,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,8,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,18,1,0,0,1,0,0,0,1,3,2,0,0,8,0,3,0,42,0,0,0,35,4,3,0,0,0,0,0,0,11,0,3,0,0,0,1,0,0,1,0,0,7,0,3,0,2,1,0,3,3,1,9,1,12,0,0,0,0,4,0,4,1,1,0,0,2,1,0,3,1,25,0,5,8,2,0,1,0,2,2,0,0,1,0,0,8,0,0,0,0,1,1,0,0,0,4,24,0,0,15,0,0,6,2,0,13,3,0,0,1,0,2,1,0,3,0,0,0,6,1,0,1,0,1,0,0,1,2,1,8,0,0,0,0,3,8,0,0,0,1,1,0,0,0,2,0,0,5,3,5,3,1,0,0,2,0,5,0,0,1,3,13,0,2,0,6,0,0,0,0,1,0,8,7,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
M5G,Downtown Toronto,Central Bay Street,43.6564,-79.38600000000002,0,0,10,46,2,6,1,12,11,0,0,3,4,47,0,18,0,0,0,1,31,13,42,0,49,7,27,1,2,0,2,0,1,4,1,0,3,1,46,47,17,9,19,34,9,47,24,24,8,19,5,1,1,5,43,0,13,2,47,14,44,0,1,0,0,0,0,2,0,1,0,0,0,2,4,48,0,50,4,0,19,18,48,0,3,13,50,49,3,29,8,50,3,20,0,50,4,4,0,39,48,19,6,13,0,2,3,26,49,3,0,49,7,47,9,20,0,21,2,8,27,10,9,50,0,41,3,31,1,46,1,18,0,35,49,47,3,1,1,0,39,1,4,5,48,0,48,49,0,0,11,0,24,8,2,9,2,15,0,33,4,6,0,43,9,50,7,50,0,50,28,8,45,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,9,3,7,0,0,1,20,0,1,0,3,1,0,2,0,0,1,0,0,39,0,45,2,0,0,12,19,19,0,1,0,0,0,3,22,21,2,0,0,0,2,1,3,0,1,0,0,0,1,0,4,0,0,5,3,46,9,0,5,4,47,2,0,5,46,4,1,1,49,0,14,0,47,7,41,0,48,50,27,0,0,8,7,3,3,40,2,50,3,4,1,1,0,3,3,0,15,49,1,23,6,4,34,1,0,1,0,7,1,46,3,0,0,0,14,5,36,8,14,9,19,4,0,2,2,13,50,5,1,50,50,2,8,15,25,41,9,1,0,4,4,42,0,1,1,0,11,0,0,4,0,18,48,2,4,40,9,1,7,44,0,11,29,2,14,2,0,14,2,7,36,2,0,1,46,7,4,1,0,11,9,19,25,5,1,43,35,1,0,0,15,41,0,16,0,48,3,3,0,0,41,3,2,4,10,49,18,5,1,16,15,5,7,12,3,0,4,47,0,12,7,17,0,0,0,31,11,1,44,36,3,3,4,10,9,33,31,19,27,1,5,0,12,3,0,4,0,0,50,0,7,0,47,26,4,0,0,42,0,46,0,50,0,11,37,1,0,0,45,1,1,2,1,0,0,7,12,6,3,6,0,0
M6G,Downtown Toronto,Christie,43.6683,-79.4205,0,0,1,25,0,1,0,6,2,0,0,0,0,22,0,5,0,0,0,0,9,0,11,0,26,0,4,0,0,0,3,0,0,1,0,0,0,1,7,0,0,0,0,4,1,1,0,0,2,1,1,0,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,47,0,0,14,1,23,0,0,5,9,14,0,4,0,37,0,3,0,31,0,0,0,3,21,5,1,2,0,2,0,2,13,0,0,1,0,4,1,10,0,1,0,1,4,0,0,5,0,6,0,5,1,8,0,8,0,3,12,11,1,0,0,1,14,0,3,1,19,1,1,8,0,0,0,0,5,0,0,1,0,0,0,4,0,1,0,7,2,39,0,7,1,9,2,3,44,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,9,0,20,0,0,0,9,2,3,0,0,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,40,0,0,3,3,1,1,0,0,20,1,0,0,2,0,3,0,39,1,3,0,39,7,5,0,0,0,0,0,0,24,0,27,1,3,0,0,0,1,2,0,6,38,0,2,1,5,13,1,3,1,1,14,2,13,0,0,0,0,11,2,14,1,5,2,3,1,0,0,3,0,36,0,1,16,6,0,0,0,0,11,2,0,1,3,0,10,2,2,0,0,3,0,0,1,0,6,42,1,0,15,1,1,4,8,0,6,8,0,1,3,0,0,0,2,4,0,0,2,23,0,1,0,0,0,2,2,6,1,0,24,3,1,0,0,4,9,0,1,0,1,1,0,0,0,6,0,0,5,4,9,3,1,0,1,2,0,0,5,0,0,1,49,0,1,0,0,0,0,0,5,0,0,22,3,0,1,0,3,2,17,11,2,4,1,0,0,2,4,3,0,0,0,3,0,0,0,8,11,1,0,0,3,0,7,0,4,0,4,9,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0
M1H,Scarborough,Cedarbrae,43.7686,-79.2389,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,6,0,0,0,0,0,0,4,0,3,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,4,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,33,0,5,0,5,2,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,2,7,0,2,0,0,1,0,0,1,2,4,0,10,0,0,0,1,0,0,0,3,2,0,0,1,0,0,0,0,5,0,0,9,6,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,9,0,1,0,1,3,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2H,North York,Hillcrest Village,43.8015,-79.3577,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,2,38,2,3,1,1,0,2,6,0,1,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,4,0,0,0,1,1,0,0,0,8,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,1,2,0,1,4,0,1,0,14,0,1,0,21,3,2,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,2,0,4,19,0,3,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,0,0,4,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,6,0,0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,8,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M3H,North York,"Bathurst Manor, Wilson Heights, Downsview North",43.7535,-79.4472,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,1,4,1,1,1,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,30,0,1,0,9,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4H,East York,Thorncliffe Park,43.7059,-79.3464,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,2,0,3,0,0,0,2,1,0,3,0,6,0,1,0,5,0,0,0,0,1,2,0,0,0,0,0,2,9,2,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,7,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,0,0,1,0,17,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,2,0,0,0,0,4,3,0,3,3,0,0,0,11,0,2,0,25,0,1,0,0,0,0,0,0,4,0,11,0,0,0,1,0,0,1,0,1,22,0,1,0,1,0,0,0,0,0,3,0,8,0,0,0,0,3,0,1,0,2,1,1,0,0,1,0,0,4,0,0,7,2,0,0,0,0,0,4,0,1,0,0,6,0,0,0,0,2,0,0,0,0,2,13,0,0,3,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,0,0,0,0,2,0,0,1,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
